id,ON STREET NAME,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 3,NUMBER OF CYCLIST INJURED,LONGITUDE,OFF STREET NAME,VEHICLE TYPE CODE 4,LATITUDE,LOCATION,VEHICLE TYPE CODE 1,NUMBER OF MOTORIST INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 2,NUMBER OF PEDESTRIANS KILLED,CROSS STREET NAME,NUMBER OF PERSONS INJURED,VEHICLE TYPE CODE 2,BOROUGH,CONTRIBUTING FACTOR VEHICLE 1,ZIP CODE,VEHICLE TYPE CODE 3,NUMBER OF CYCLIST KILLED,DATE,UNIQUE KEY,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 5,TIME,NUMBER OF PEDESTRIANS INJURED
692181,AMSTERDAM AVENUE,0,,0,-73.93232440000001,,,40.846153,"(40.846153, -73.9323244)",PASSENGER VEHICLE,0,0,,Driver Inattention/Distraction,0,WEST 178 STREET,0,VAN,MANHATTAN,Lost Consciousness,10033.0,,0,02/04/2016,3383381,,,15:56:00,0
692199,ROCHELLE STREET,0,,0,-73.7833777,,,40.838899,"(40.838899, -73.7833777)",PASSENGER VEHICLE,0,0,,Unspecified,0,CITY ISLAND AVENUE,0,OTHER,BRONX,Lost Consciousness,10464.0,,0,02/04/2016,3383436,,,16:05:00,0
692245,EAST 38 STREET,0,,0,-73.9762885,,,40.7482467,"(40.7482467, -73.9762885)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,3 AVENUE,0,SPORT UTILITY / STATION WAGON,MANHATTAN,Lost Consciousness,10016.0,,0,02/04/2016,3383321,,,18:08:00,0
692246,PARKSIDE AVENUE,0,,0,-73.9598617,,,40.6556338,"(40.6556338, -73.9598617)",PASSENGER VEHICLE,0,0,,Unspecified,0,FLATBUSH AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11225.0,,0,02/04/2016,3384127,,,18:10:00,0
692247,41 AVENUE,0,,0,-73.8336777,,,40.756319399999995,"(40.7563194, -73.8336777)",SPORT UTILITY / STATION WAGON,0,0,,Failure to Yield Right-of-Way,0,COLLEGE POINT BOULEVARD,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11355.0,,0,02/04/2016,3384315,,,18:15:00,0
692272,8 AVENUE,0,,0,-73.9874743,,,40.760405,"(40.760405, -73.9874743)",TAXI,0,0,,Turning Improperly,0,WEST 47 STREET,0,BUS,MANHATTAN,Lost Consciousness,10036.0,,0,02/04/2016,3383339,,,19:00:00,0
692276,NORMAN AVENUE,0,,0,-73.94754470000002,,,40.7268227,"(40.7268227, -73.9475447)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,DIAMOND STREET,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Lost Consciousness,11222.0,,0,02/04/2016,3384211,,,19:13:00,0
692294,65 STREET,0,,1,-73.9901807,,,40.619132,"(40.619132, -73.9901807)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,18 AVENUE,1,BICYCLE,BROOKLYN,Failure to Yield Right-of-Way,11204.0,,0,02/04/2016,3385666,,,21:14:00,0
692385,EAST TREMONT AVENUE,0,,0,-73.8922377,,,40.845966,"(40.845966, -73.8922377)",LARGE COM VEH(6 OR MORE TIRES),0,0,,Unspecified,0,HUGHES AVENUE,0,PASSENGER VEHICLE,BRONX,Lost Consciousness,10457.0,,0,02/03/2016,3382795,,,10:02:00,0
692481,AVENUE S,0,,0,-73.94847270000002,,,40.6044444,"(40.6044444, -73.9484727)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,EAST 24 STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11229.0,,0,02/03/2016,3383486,,,17:30:00,0
692520,DRIGGS AVENUE,0,,0,-73.95643740000001,,,40.7170331,"(40.7170331, -73.9564374)",PASSENGER VEHICLE,0,0,,Unspecified,0,NORTH 7 STREET,0,BICYCLE,BROOKLYN,Lost Consciousness,11211.0,,0,02/03/2016,3383654,,,18:50:00,0
